date,brand,name_product,old_price,new_price,detail,discount,%
25.03.2022,Arlo,Ultra,606.0,479.0,2 VMS5240B-200EUS 2er-Set 3840 x 2160 pixels,127.0,20.96
26.03.2022,Sandisk,Extreme,112.0,79.0,Pro microSD A2 microSDXC 512 Go U3 UHS-I,33.0,29.46
27.03.2022,tolino,Vision,205.9,160.0,6 housse Origami incl. 7  16 Go,45.9,22.29
28.03.2022,Sony,WF,89.0,69.0,-1000XM3 ANC,20.0,22.47
29.03.2022,HP,Omen,1599.0,1249.0,16.10  AMD Ryzen 7 5800H 16 Go 1000 Go,350.0,21.89
31.03.2022,Microsoft,Surface,69.0,49.0,Arc Sans fil,20.0,28.99
01.04.2022,WD,Red,223.0,189.0,Plus 8 To 3.5 CMR,34.0,15.25
02.04.2022,Belkin,Chargeur,102.0,75.0,2 en 1 Boost Charge Pro avec MagSafe 15 W,27.0,26.47
03.04.2022,Max,Hauri,50.9,35.0,Set gestion câbles,15.9,31.24
04.04.2022,Dji,Mavic,1059.0,789.0,Air 2 Fly More Combo 34 min 570 g 48 Mpx,270.0,25.5
05.04.2022,Logitech,MX,95.0,69.0,Master 3 Sans fil,26.0,27.37
06.04.2022,Lenovo,IdeaPad,649.0,399.0,Flex 5 156 Intel Core i3-1115G4 8go 256 go,250.0,38.52
07.04.2022,Logitec,SteamCam,125.0,89.0,2mpx,36.0,28.8
08.04.2022,Netgear,Système,690.0,439.0,mesh Orbi Wifi 6 AX4200,251.0,36.38
09.04.2022,Nintendo,Paper,40.0,28.9,Mario: The Origami King (switch multilingue),11.1,27.75
10.04.2022,Klipsch,The,929.0,699.0,Fives 1 paire 320 W,230.0,24.76
11.04.2022,Acer,Aspire,899.0,649.0,5 15.60  AMD Ryzen 7 5700U 16 Go 1000 Go,250.0,27.81
12.04.2022,Logitech,Ergo,188.0,149.0,Bundle K860 + MX Vertical CH Sans fil,39.0,20.74
13.04.2022,Varta,Longlife,37.8,22.0,Power Set 48 pcs AAA AA,15.8,41.8
14.04.2022,Acer,RT,189.0,99.0,240Y 1920 x 1080 pixels 24 ,90.0,47.62
15.04.2022,Nothing,Ear,95.0,79.0,1,16.0,16.84
16.04.2022,Philips,TAM,273.0,199.0,8905/10 1 x 100 W Spotify Connect Bluetooth WiFi Lecteur de CD,74.0,27.11
17.04.2022,Xtorm,XP,445.0,349.0,300U Power Station,96.0,21.57
18.04.2022,Microsoft,Surface,87.6,50.0,Keyboard CH Sans fil,37.6,42.92
19.04.2022,Dji,Mavic,5199.0,4499.0,3 Cine Premium Combo 46 min 899 g 20 Mpx,700.0,13.46
20.04.2022,Energizer,Kit,75.0,29.0,Max Alcaline 60 pcs AAA AA,46.0,61.33
21.04.2022,Dell,Latitu,1701.0,1199.0,de 7420 14  Noyau i7-1185G7 16 Go 512 Go,502.0,29.51
22.04.2022,WD,Black,199.0,149.0,SN850 with Heatsink [Retail]1000 Go M.2 22801100:00:00,50.0,25.13
23.04.2022,Razer,Hammerhead,149.0,99.0,True Wireless Pro3000:00:00,50.0,33.56
24.04.2022,Denon,CEOL,526.0,429.0,N102 x 65 W Lecteur de CD WiFi Bluetooth Multiroom Airplay Spotify Connect4400:00:00,97.0,18.44
25.04.2022,ASUS,TUF,339.0,249.0,Gaming VG27AQ1A2560 x 1440 pixels 27 3300:00:00,90.0,26.55
26.04.2022,ASUS,ZenBook,1449.0,979.0,14 Flip OLED14  AMD Ryzen 7 5800H 16 Go 512 Go00:00:00,470.0,32.44
27.04.2022,Joule,Force,2499.0,1799.0,Nuke RTX 3070TI II7 SEIntel Core i7-11700F 16 Go 1000 Go SSD00:00:00,700.0,28.01
28.04.2022,Withings,ScanWatch,253.0,209.0,42 mm Acier inoxydable33100:00:00,44.0,17.39
29.04.2022,TP,Link,60.1,45.0,RÃ©pÃ©titeur Wi-Fi RE5501300 Mbit/s 600 Mbit/s4600:00:00,15.1,25.12
30.04.2022,Arca,Up,605.0,489.0,Bandai Namco Pac Man Legacy Edition1300:00:00,116.0,19.17
01.05.2022,TomTom,GO,138.0,99.0,Classic6 1400:00:00,39.0,28.26
02.05.2022,Apple,MacBook,1699.0,1529.0,Pro â Late 202013.30  M1 16 Go 512 Go19600:00:00,170.0,10.01
03.05.2022,OPPO,Reno,729.0,569.0,6 Pro256 Go Gris lunaire. 6.50  Double SIM 50 Mpx 5G2900:00:00,160.0,21.95
04.05.2022,HP,ProBook,922.0,699.0,455 G815.60  AMD Ryzen 7 5800U 16 Go 512 Go1600:00:00,223.0,24.19
05.05.2022,Technology,Juice,,819.0,Technology Juice Booster 2 German Traveller SetCEE 7/7 CEE16 bleu CEE16 rouge CEE32 rouge 22 kW 32 A Type 21200:00:00,,
06.05.2022,BenQ,GW,210.0,149.0,27801920 x 1080 pixels 27 37500:00:00,61.0,29.05
07.05.2022,Sandisk,Ultra,159.0,119.0,Dual Drive Luxe1000 Go USB C USB Type A 3.181900:00:00,40.0,25.16
08.05.2022,JBL,Project,156.0,99.0,Rock Under Armour Flash X3700:00:00,57.0,36.54
09.05.2022,Acer,Nitro,2199.0,1199.0,515.60  AMD Ryzen 7 5800H 16 Go 1000 Go 1000 Go100:00:00,1000.0,45.48
10.05.2022,Apple,Watch,282.0,234.0,SE,48.0,17.02
11.05.2022,Phiips,346E2CUAE,509.0,359.0,3440x1440 34,150.0,29.47
12.05.2022,Klipsch,Set,1792.0,999.0,home cinema Advanced,793.0,44.25
13.05.2022,QNAP,TS,597.0,499.0,-253D-4G2 x 4 To WD Red Plus00:00:00,98.0,16.42
14.05.2022,Canon,EOS,1728.0,1379.0,R Kit F/4-7.1 IS STM24 - 105 mm 30.30 Mpx Plein format1500:00:00,349.0,20.2
15.05.2022,Cellularline,Brassard,38.0,25.0,de fitnessSmartphones jusquÃ  551200:00:00,13.0,34.21
16.05.2022,LG,OLED,1399.0,1177.0,55G194K OLED 2021 55 4600:00:00,222.0,15.87
17.05.2022,OnePlus,9,575.0,499.0,8go - 128go Astral Noir 6.55 double sim 48 mpx,76.0,13.22
18.05.2022,Sennheiser,CX,149.0,99.0,Plus True WirelessANC00:00:00,50.0,33.56
19.05.2022,Dell,Latitu,785.0,599.0,de 352015.60  Intel Core i5-1135G7 8 Go 256 Go300:00:00,186.0,23.69
20.05.2022,IT,Dusters,69.0,53.0,CompuCleaner Xpert40000:00:00,16.0,23.19
21.05.2022,Netgear,RBK,230.0,189.0,353 Orbi WiFi 6 Dual Band set de 32700:00:00,41.0,17.83
22.05.2022,Drift,DR,273.0,189.0,500600:00:00,84.0,30.77
23.05.2022,ASUS,VivoBook,799.0,499.0,1414  Intel Core i5-1135G7 8 Go 512 Go700:00:00,300.0,37.55
24.05.2022,Arlo,Ultra,899.0,639.0,2 VMS5440B-200EUS set de 43840 x 2160 pixels19700:00:00,260.0,28.92
25.05.2022,Brother,Scanner,409.0,349.0,ADS-2800W1 x Ethernet WiFi4900:00:00,60.0,14.67
26.05.2022,Lenovo,Tab,499.0,389.0,P115G 11  256 Go Modernist Teal300:00:00,110.0,22.04
27.05.2022,HORI,Racing,108.0,85.0,Wheel APEX PS5300:00:00,23.0,21.3
28.05.2022,Sandisk,Extreme,59.9,46.0,Pro SDXC U3SDXC 256 Go U3 UHS-I212500:00:00,13.9,23.21
29.05.2022,Onkyo,TX,582.0,479.0,-NR6967.2 canaux FM AM3700:00:00,103.0,17.7
30.05.2022,Acer,Aspire,899.0,599.0,515.60  AMD Ryzen 7 5700U 16 Go 1000 Go1500:00:00,300.0,33.37
31.05.2022,Microsoft,Office,279.0,199.0,Famille et petite entreprise 2021 illimité 1x Windows mac Os ,80.0,28.67
01.06.2022,LG,HU,2829.0,2349.0,810PW4K 2700 lm Laser 4k Enhanced Laser 28 dB1600:00:00,480.0,16.97
02.06.2022,Sony,Cyber,519.0,359.0,-shot DSC RX100 III24 - 70 mm 20.10 Mpx 112200:00:00,160.0,30.83
03.06.2022,TwelveSouth,HoverBar,81.6,59.0,Duo2600:00:00,22.6,27.7
04.06.2022,HP,MKCH,117.0,89.0,Sans fil1800:00:00,28.0,23.93
05.06.2022,SBS,Selfie,71.2,50.0,Ring Light avec trépied400:00:00,21.2,29.78
06.06.2022,WD,Blue,99,69,SN5501000 Go M.2 228027000:00:00
07.06.2022,HP,ProBook,922.0,699.0,455 G815.60  AMD Ryzen 7 5800U 16 Go 512 Go2500:00:00,223.0,24.19
08.06.2022,ASUS,GeForce,1250.0,999.0,TUF RTX 3080 GAMING12 Go300:00:00,251.0,20.08
09.06.2022,ASUS,TUF,269,199,Gaming VG279QM1920 x 1080 pixels 27 8900:00:00
10.06.2022,Energizer,Recharge,46.6,29.0,Maxi Kit8 pcs AA AAA 2000 mAh Piles rechargeables + chargeur900:00:00,17.6,37.77
11.06.2022,Dji,OM,160.0,129.0,516200:00:00,31.0,19.38
12.06.2022,Dji,Action,508.9,379.0,2 Dual-Screen Combo120p 4K00:00:00,129.9,25.53
14.06.2022,Acer,Nitro,1099.0,749.0,N50Intel Core i5-11400F 16 Go 1024 Go SSD500:00:00,350.0,31.85
15.06.2022,noblechairs,EPIC,369.0,299.0,145700:00:00,70.0,18.97
16.06.2022,Abus,Caméra,233.0,169.0,de surveillance WiFi outdoor pivotante/inclinable1920 x 1080 pixels400:00:00,64.0,27.47
17.06.2022,Harting,Câble,233.0,179.0,de recharge pour voiture électriqueType 2 22 kW 32 A 7.50 m200:00:00,54.0,23.18
18.06.2022,Blue,Yeti,140.0,99.0,XStudio Broadcast home studio baladodiffusion2900:00:00,41.0,29.29
19.06.2022,Withings,ScanWatch,312.0,229.0,38 mm Acier inoxydable37000:00:00,83.0,26.6
20.06.2022,Microsoft,Surface,1158.0,899.0,Laptop 415  AMD Ryzen 7 4980U 8 Go 256 Go2000:00:00,259.0,22.37
21.06.2022,Sony,XR,899.0,599.0,55X90J4K LCD/LED 2021 55 2000:00:00,300.0,33.37
22.06.2022,Lenovo,Yoga,549.0,439.0,Tab 1313  128 Go Noir de lombre3500:00:00,110.0,20.04
23.06.2022,Acer,Nitro,215.0,129.0,QG271bii1920 x 1080 pixels 27 10100:00:00,86.0,40.0
24.06.2022,Kingston,XS,253.0,199.0,20002000 Go1900:00:00,54.0,21.34
25.06.2022,Aukey,PA,45.2,37.0,-PD20 2-en-1 chargeur et chargeur de secours20 W100:00:00,8.2,18.14
26.06.2022,Nixplay,Cadre,189.0,126.0,photo numérique connect 1280 x 800 pixels1600:00:00,63.0,33.33
27.06.2022,Dell,Latitu,1110.0,799.0,de 542014  Intel Core i5-1145G7 16 Go 256 Go00:00:00,311.0,28.02
28.06.2022,Samsung,Galaxy,222.0,169.0,Tab A84G 10.50  32 Go gris1500:00:00,53.0,23.87
29.06.2022,Sony,WF,135.0,66.0,-1000XM3ANC111100:00:00,69.0,51.11
30.06.2022,Samsung,LS,355.0,299.0,34J550WQRXEN3440 x 1440 pixels 34 21000:00:00,56.0,15.77
01.07.2022,Crucial,MX,375.0,299.0,5004000 Go 2.5101000:00:00,76.0,20.27
02.07.2022,Olympus,BoÃ®tier,1499.0,1149.0,OM-D E-M1 Mark III20.40 Mpx Micro Four Thirds3300:00:00,350.0,23.35
04.07.2022,Apple,MacBook,2249.0,1779.0,Pro 13 â Late 202013.30  M1 16 Go 2000 Go4300:00:00,470.0,20.9
05.07.2022,ASUS,ROG,3945.0,2999.0,Strix GA35DXAMD Ryzen 9 5900X 32 Go 2000 Go SSD00:00:00,946.0,23.98
06.07.2022,Canon,EOS,1668.0,1379.0,R Kit F/4-7.1 IS STM24 - 105 mm 30.30 Mpx Plein format1600:00:00,289.0,17.33
07.07.2022,HP,M404dn,255.0,199.0,LaserJet ProLaser Noir et blanc14100:00:00,56.0,21.96
08.07.2022,Samsung,Portable,77.0,55.0,T7 Blue500 Go151400:00:00,22.0,28.57
09.07.2022,Zens,in,143.0,99.0,1 Magnetic Alu Charger30 W400:00:00,44.0,30.77
10.07.2022,Sandisk,Nintendo,104.0,79.0,SwitchmicroSDXC 512 Go U1 UHS-I82100:00:00,25.0,24.04
11.07.2022,Gigabyte,Aorus,3399.0,2499.0,Model SAMD Ryzen 9 5900X 32 Go 3000 Go00:00:00,900.0,26.48
12.07.2022,Netgear,MR,769.0,599.0,5200 Nighthawk M5 5G WiFi 68300:00:00,170.0,22.11
13.07.2022,Technology,Set,,949.0,Juice Booster 2 Swiss EVCEE32 rouge CEE16 rouge Type 2 Type 13 22 kW 32 A Type 21000:00:00,,
14.07.2022,HP,E24mv,249.0,189.0,G41920 x 1080 pixels 24 100:00:00,60.0,24.1
15.07.2022,TCL,43P6154K,326.0,269.0,LCD 2020 43 10600:00:00,57.0,17.48
16.07.2022,PNY,Pro,198.0,99.0,Elite1000 Go USB Type A 3.04100:00:00,99.0,50.0
17.07.2022,Varta,Kit,41.7,29.9,LCD Plug Charger (8pcs AA AAA 1000 mAh piles + rechargeur),11.8,28.3
18.07.2022,Logitech,MX,91.9,59.0,MasterÂ Mac EditionSans fil59300:00:00,32.9,35.8
19.07.2022,DJI,Mavic,2499.0,2099.0,3 Fly More Combo46 min 895 g 20 Mpx3600:00:00,400.0,16.01
21.07.2022,Adobe,Creative,149.0,99.0,Cloud Photography Plan 20go (Windows et Mac)
22.07.2022,Jabra,Elite,153.0,119.0,7 ActiveANC2700:00:00,34.0,22.22
23.07.2022,Arlo,Pro,599.0,499.0,4 Spotlight VMC4450P-100EUS set de 42688 x 1520 pixels11500:00:00,100.0,16.69
24.07.2022,TI,Nspire,139.0,119.0,CX II-T CASBatterie43600:00:00,20.0,14.39
25.07.2022,Lenovo,ThinkPad,1059.0,779.0,E14 Gen 214  Intel Core i5-1135G7 16 Go 512 Go00:00:00,280.0,26.44
26.07.2022,Sony,ZV,672.0,549.0,-124 - 70 mm 20.10 Mpx 18300:00:00,123.0,18.3
27.07.2022,WD,Black,141.0,115.0,SN850 with heatsink1000 Go M.2 22809300:00:00,26.0,18.44
28.07.2022,Philips,Base,170.0,139.0,Hue Gradient Ambiance + extensionMulticolore9200:00:00,31.0,18.24
29.07.2022,Acer,Nitro,189.0,99.0,VG240Y1920 x 1080 pixels 24 19300:00:00,90.0,47.62
31.07.2022,Epson,EcoTank,446.0,379.0,ET-5170RÃ©servoir dencre Couleur6600:00:00,67.0,15.02
01.08.2022,LG,HU,2098.0,1649.0,80KSW Presto4K 2500 lm 4k Enhanced Laser 30 dB14200:00:00,449.0,21.4
02.08.2022,Acer,Aspire,804.0,599.0,315.60  Intel Core i5-1135G7 16 Go 512 Go2100:00:00,205.0,25.5
03.08.2022,MSI,MEG,2295.0,1799.0,Infinite X 11Intel Core i7-11700KF 16 Go 1000 Go 1 To HDD SSD00:00:00,496.0,21.61
04.08.2022,Samsung,Galaxy,254.0,189.0,A52128 Go Lavande 6.50  Double SIM 64 Mpx 4G45000:00:00,65.0,25.59
05.08.2022,Canon,EOS,1084.0,829.0,90D boitier 32.50 Mpx APS-C / DX7400:00:00,255.0,23.52
06.08.2022,Netatmo,Capteur,109.0,85.0,de qualitÃ© de lair connectÃ©7600:00:00,24.0,22.02
07.08.2022,Sony,OLED,1283.0,799.0,KE-48A9 4K OLED 2020 48 ,484.0,37.72
08.08.2022,HP,ProBook,890.0,749.0,445 G8 14  AMD Ryzen 7 5800U 16 Go 512 Go CH,141.0,15.84
09.08.2022,Lenovo,Tab,499.0,349.0,P11 5G 11  256 Go Modernist Teal,150.0,30.06
10.08.2022,Apple,iMac,1431.0,1249.0,â 2021 24  M1 8 Go 256 Go SSD,182.0,12.72
11.08.2022,BenQ,GW,209.0,149.0,2780 1920 x 1080 pixels 27 ,60.0,28.71
12.08.2022,Canon,Imprimante,105.0,89.0,photo mobile Zoemini Thermodirecte Couleur,16.0,15.24
13.08.2022,UE,Wonderboom,107.0,79.0,(13h),28.0,26.17
14.08.2022,Kingston,FURY,243.0,199.0,Renegade 2000 Go M.2 2280,44.0,18.11
15.08.2022,Logitech,G,106.0,59.0,G502 Lightspeed Sans fil,47.0,44.34
16.08.2022,Dell,Vostro,809.0,599.0,5510 15.60  Intel Core i5-11320H 16 Go 512 Go CH,210.0,25.96
17.08.2022,TP,Link,339.0,229.0,SystÃ¨me mesh Deco X50 set de 3200:00:00,110.0,32.45
18.08.2022,TomTom,GO,295.0,199.0,Discover EU 7 ,96.0,32.54
19.08.2022,SumUp,Kit,149.0,109.0,3G + imprimante8700:00:00,40.0,26.85
20.08.2022,Sony,Kit,489.0,379.0,Alpha 6000 16 - 50 mm 24 Mpx APS-C / DX,110.0,22.49
21.08.2022,SanDisk,Extreme,209.0,159.0,microSD A2 microSDXC 1000 Go U3 UHS-I,50.0,23.92
22.08.2022,Xtorm,SolarBooster,183.0,149.0,21W+Rugged Powbank 10000 mAh,34.0,18.58
23.08.2022,ASUS,ProArt,2862.0,2099.0,StudioBook 16 16  AMD Ryzen 9 5900HX 32 Go 2000 Go CH,763.0,26.66
24.08.2022,AOC,CU,459.0,379.0,34G2X/BK 3440 x 1440 pixels 34 ,80.0,17.43
25.08.2022,Rolling,Square,24.5,19.0,inCharge X6 0.07 m,5.5,22.45
26.08.2022,Kingston,DataTraveler,119.0,99.0,Max 1000 Go USB C 3.2,20.0,16.81
27.08.2022,Corsair,T3,275.0,229.0,Rush31200:00:00,46.0,16.73
28.08.2022,LG,DSP,546.0,399.0,8YA200:00:00,147.0,26.92
29.08.2022,Microsoft,Xbox,300.9,259.0,Series S + Game Pass Ultimate 3 mois800:00:00,41.9,13.92
31.08.2022,Philips,PUS,849.0,649.0,8506 Ambilight 4K LED 2021 65 ,200.0,23.56
02.09.2022,Microsoft,Casque,86.0,65.0,sans fil moderne Sans fil,21.0,24.42
03.09.2022,Energizer,Max,50.2,29.9,Alkaline Bundle(48pcs AAA AA),20.3,40.44
04.09.2022,Samsung,Portable,72.0,50.0,T7 Blue 500 Go,22.0,30.56
05.09.2022,Sony,OLED,1146.0,969.0,XR55A80J 4K OLED 2021 55 ,177.0,15.45
06.09.2022,Dell,XPS,2299.0,1499.0,15 9510 15.60  Intel Core i7-11800H 16 Go 512 Go CH,800.0,34.8
07.09.2022,Corsair,K100,270.0,169.0,CH Filaire,101.0,37.41
08.09.2022,IT,Dusters,69.0,53.0,CompuCleaner Xpert45800:00:00,16.0,23.19
09.09.2022,Brother,HL,289.0,199.0,-L5100dn Laser Noir et blanc,90.0,31.14
10.09.2022,Aukey,USB,35.9,22.0,A â USB Type-C Nylon pack de 5114900:00:00,13.9,38.72
11.09.2022,Chipolo,Smart,68.3,50.0,Tracker Spot Bundle200:00:00,18.3,26.79
12.09.2022,ASUS,ROG,3999.0,2999.0,Strix GA35 AMD Ryzen 9 5900X 32 Go 2000 Go PCIe Card SSD,1000.0,25.01
13.09.2022,HP,M283fdw,499.0,399.0,Color LaserJet Pro Laser Couleur,100.0,20.04
15.09.2022,Nikon,Boitier,2549.0,2149.0,D850 45.70 Mpx Plein format,400.0,15.69
16.09.2022,Lenovo,ThinkVision,248.0,179.0,M14 1920 x 1080 pixels 14 ,69.0,27.82
17.09.2022,Miami,ANC,,89.0,50 h,,
18.09.2022,ZenWiFi,Pro,,549.0,XT12 Wi-Fi 6300:00:00,,
19.09.2022,Swift,Intel,,599.0,Core i7-1165G7 16 Go 512 Go,,
20.09.2022,Sandberg,Solar,103.0,79.0,6-Panel 20000 mAh 20 W,24.0,23.3
22.09.2022,Acer,Nitro,263.0,159.0,VG272S 1920 x 1080 pixels 27 ,104.0,39.54
23.09.2022,Varta,Kit,41.5,29.0,LCD Plug Charger 8 pcs AAA AA 1000 mAh Piles rechargeables + chargeur,12.5,30.12
24.09.2022,Aukey,Omnia,72.9,50.0,PA-B6S + cÃ¢ble USB C 90 W Technologie GaN Power Delivery 3.0 Charge rapide 4.0 Charge rapide adaptative,22.9,31.41
25.09.2022,Logitech,MX,106.0,79.0,Keys Plus CH Sans fil,27.0,25.47
27.09.2022,HP,ProBook,890.0,699.0,445 G8 14  AMD Ryzen 7 5800U 16 Go 512 Go CH,191.0,21.46
28.09.2022,SanDisk,Extreme,119.0,93.0,PRO SDXC SDXC 512 Go U3 UHS-I,26.0,21.85
29.09.2022,Dell,C2722DE,379.0,249.0,2560 x 1440 pixels 27 ,130.0,34.3
30.09.2022,Norton,Deluxe,45.0,27.0,15 Mt. 5 x Mac OS Windows iOS Android Version complète 13618:04:51],18.0,40.0
01.10.2022,HP,LaserJet,116.0,89.0,M110we Laser Noir et blanc,27.0,23.28
02.10.2022,SanDisk,Ultra,182.0,155.0,3D 2000 Go 2.5,27.0,14.84
03.10.2022,Joule,Force,1530.0,1149.0,Nuke RTX3060 II7 Intel Core i7-11700F 16 Go 500 Go 1 To HDD SSD,381.0,24.9
04.10.2022,Netgear,RAX,285.0,179.0,120 Nighthawk 5G WiFi 6,106.0,37.19
05.10.2022,Acer,Aspire,943.0,699.0,5 15.60  Intel Core i7-1165G7 16 Go 1000 Go CH,244.0,25.87
06.10.2022,Viewsonic,M2,613.0,499.0,Full HD 1200 lm 1.23:1,114.0,18.6
07.10.2022,Logitech,Ergo,91.4,75.0,K860 CH Sans fil,16.4,17.94
08.10.2022,Pale,Blue,35.0,28.0,AA pack de 4 4 pcs AA 1560 mAh Batterie,7.0,20.0
09.10.2022,Netatmo,SystÃ¨me,336.0,265.0,dalarme set Security,71.0,21.13
10.10.2022,Lenovo,ThinkPad,1099.0,849.0,E15 Gen 2 15.60  Intel Core i5-1135G7 16 Go 512 Go CH,250.0,22.75
11.10.2022,Netgear,RBK,267.0,179.0,353 Orbi WiFi 6 Dual Band set,88.0,32.96
12.10.2022,Kingston,KC,209.0,179.0,3000 2048 Go M.2 2280,30.0,14.35
13.10.2022,Razer,Hammerhead,186.0,99.0,True Wireless Pro 16 h,87.0,46.77
14.10.2022,Logitech,G,258.0,209.0,G29 Driving Force PlayStation PC,49.0,18.99
15.10.2022,LG,OLED,1006.0,777.0,55C17 4K OLED 2021 55 ,229.0,22.76
16.10.2022,AOC,C27G2ZU,279.0,199.0,/BK 1920 x 1080 pixels 27 ,80.0,28.67
17.10.2022,Lenovo,V15,599.0,399.0,Gen 2 15.60  Intel Core i3-1115G4 8 Go 256 Go CH,200.0,33.39
18.10.2022,LG,HU,1399.0,949.0,70LS 4K 1500 lm 1.2 - 1.5:1,450.0,32.17
19.10.2022,Canon,BoÃ®tier,2264.0,1899.0,EOS 5D Mark IV 30.40 Mpx Plein format,365.0,16.12
20.10.2022,ASUS,ExpertCenter,782.0,599.0,D5 Intel Core i5-11400 16 Go 512 Go SSD,183.0,23.4
21.10.2022,Netgear,LAX,299.0,199.0,20-100EUS 4G LTE WiFi,100.0,33.44
22.10.2022,ASUS,VP,294.0,199.0,28UQGL 3840 x 2160 pixels 28,95.0,32.31
23.10.2022,Harman,Boombox,539.0,399.0,3 24 h Fonctionnement sur batterie,140.0,25.97
25.10.2022,Samsung,QE,1999,1499,75QN90A 4K NeoQLED VA 2021 75
26.10.2022,Devolo,Kit,299.0,199.0,de dÃ©marrage Powerline Mesh WiFi 2 2400 Mbit/s,100.0,33.44
27.10.2022,Vava,4K,2439.0,1949.0,UST 4K 1800 lm 0.233:1,490.0,20.09
28.10.2022,Anda,seaT,459.0,369.0,Kaiser 3,90.0,19.61
29.10.2022,Disk2Go,Switch,32.0,19.9,lot de 2 64 Go USB Type A USB C 3.0,12.1,37.81
30.10.2022,AOC,U27V4EA,295.0,199.0,3840 x 2160 pixels 27 ,96.0,32.54
31.10.2022,Apple,iPhone,720.0,639.0,12 mini 256 Go Noir 5.40  SIM + eSIM 12 Mpx 5G,81.0,11.25
01.11.2022,LG,QNED,1741.0,999.0,999PB 8K Mini-LED 2021 65 ,742.0,42.62
02.11.2022,Acer,Nitro,359.0,199.0,XV280K 3840 x 2160 pixels 28 ,160.0,44.57
03.11.2022,Logitech,G,154.0,119.0,Pro X Lightspeed,35.0,22.73
04.11.2022,L33T,Energy,204.0,119.0,,85.0,41.67
05.11.2022,Einova,Power,130.0,99.9,Bar 10000 mAh 53 W,30.1,23.15
06.11.2022,Yamaha,RX,596.0,489.0,-V4A 5.2 canaux,107.0,17.95
07.11.2022,Philips,329P1H,593.0,449.0,/00 3840 x 2160 pixels 31.50 ,144.0,24.28
08.11.2022,HP,Omen,1349.0,899.0,16-c0600nz 16.10  AMD Ryzen 5 5600H 16 Go 512 Go CH,450.0,33.36
09.11.2022,BenQ,TH,689.0,529.0,575 Full HD 3800 lm 1.49 - 1.64:1,160.0,23.22
10.11.2022,Crucial,50,195.0,149.0,/1ToCrucial X8 2000 Go,46.0,23.59
11.11.2022,Energizer,Recharge,54.8,29.0,Maxi Kit 8 pcs AA AAA 2000 mAh Piles rechargeables + chargeur,25.8,47.08
12.11.2022,Crucial,Laptop,125.0,89.0,Memory 2 x 16GB SO-DIMM 260 x RAM DDR4 3200 MHz,36.0,28.8
13.11.2022,Nextbase,GW,299.0,229.0,récepteur GPS 4K,70.0,23.41
14.11.2022,WD,Red,549.0,469.0,Pro 20 To 3.5 CMR,80.0,14.57
15.11.2022,Huawei,MateView,429.0,349.0,GT 3440 x 1440 pixels 34 ,80.0,18.65
16.11.2022,Arlo,Ultra,909.0,659.0,2 SPotlight set de 4 noir 3840 x 2160 pixels,250.0,27.5
17.11.2022,Dell,Vostro,910.0,589.0,5510 15.60  Intel Core i5-11320H 16 Go 512 Go CH,321.0,35.27
18.11.2022,Lenovo,Legion,1499.0,1149.0,T5 Ryzen 7 5800 16 Go 2 To 1000 Go PCIe Card SSD HDD,350.0,23.35
19.11.2022,noblechairs,HERO,399.0,349.0,,50.0,12.53
20.11.2022,Corsair,K70,219.0,159.0,RGB Pro CH Filaire,60.0,27.4
21.11.2022,Cat,S42,249.0,199.0,H+ 32 Go Noir 5.50  Double SIM 13 Mpx 4G,50.0,20.08
29.11.2022,HP,HP,249.0,189.0,HP OfficeJet Pro 9012eEncre CouleurEncre,60.0,24.1
25.12.2022,B&O,Beolit,439.0,329.0,208 h Fonctionnement sur batterie,110.0,25.06
26.12.2022,Logitech,G,185.0,139.0,G915 TKLCH Sans filCH,46.0,24.86
